source_id,target_id,relation,medal_weight
4605,3592,HOSTED,0
4867,3593,HOSTED,0
4840,3594,HOSTED,0
4977,3595,HOSTED,0
4680,3595,HOSTED,0
4503,3596,HOSTED,0
4691,3596,HOSTED,0
4942,3597,HOSTED,0
4660,3597,HOSTED,0
4758,3598,HOSTED,0
4603,3598,HOSTED,0
4543,3599,HOSTED,0
4504,3599,HOSTED,0
4708,3600,HOSTED,0
4507,3601,HOSTED,0
4837,3601,HOSTED,0
4646,3602,HOSTED,0
4947,3602,HOSTED,0
4670,3603,HOSTED,0
4675,3604,HOSTED,0
4670,3605,HOSTED,0
4743,3606,HOSTED,0
4895,3607,HOSTED,0
4658,3608,HOSTED,0
4568,3609,HOSTED,0
4871,3609,HOSTED,0
4780,3610,HOSTED,0
4687,3611,HOSTED,0
4500,3612,HOSTED,0
4769,3612,HOSTED,0
4975,3613,HOSTED,0
4918,3613,HOSTED,0
4913,3614,HOSTED,0
4574,3615,HOSTED,0
4945,3615,HOSTED,0
4751,3616,HOSTED,0
4658,3617,HOSTED,0
4915,3617,HOSTED,0
4620,3618,HOSTED,0
4594,3618,HOSTED,0
4703,3619,HOSTED,0
4842,3619,HOSTED,0
4737,3620,HOSTED,0
4865,3620,HOSTED,0
4829,3621,HOSTED,0
4795,3621,HOSTED,0
4804,3622,HOSTED,0
4640,3623,HOSTED,0
4606,3623,HOSTED,0
4522,3624,HOSTED,0
4544,3625,HOSTED,0
4846,3625,HOSTED,0
4672,3626,HOSTED,0
4673,3626,HOSTED,0
4609,3627,HOSTED,0
4556,3627,HOSTED,0
4809,3628,HOSTED,0
4559,3628,HOSTED,0
4735,3629,HOSTED,0
4500,3630,HOSTED,0
4677,3630,HOSTED,0
4549,3631,HOSTED,0
4841,3632,HOSTED,0
4813,3633,HOSTED,0
4525,3633,HOSTED,0
4825,3634,HOSTED,0
4948,3634,HOSTED,0
4710,3635,HOSTED,0
4743,3636,HOSTED,0
4819,3636,HOSTED,0
4784,3637,HOSTED,0
4755,3638,HOSTED,0
4602,3639,HOSTED,0
4528,3640,HOSTED,0
4628,3640,HOSTED,0
4746,3641,HOSTED,0
4504,3641,HOSTED,0
4501,3642,HOSTED,0
4508,3642,HOSTED,0
4852,3643,HOSTED,0
4781,3644,HOSTED,0
4846,3645,HOSTED,0
4632,3646,HOSTED,0
4500,3646,HOSTED,0
4849,3647,HOSTED,0
4901,3648,HOSTED,0
4858,3649,HOSTED,0
4830,3650,HOSTED,0
4914,3650,HOSTED,0
4869,3651,HOSTED,0
4723,3651,HOSTED,0
4803,3652,HOSTED,0
4868,3652,HOSTED,0
4531,3653,HOSTED,0
4680,3654,HOSTED,0
4763,3655,HOSTED,0
4711,3656,HOSTED,0
4880,3656,HOSTED,0
4637,3657,HOSTED,0
4941,3657,HOSTED,0
4624,3658,HOSTED,0
4810,3658,HOSTED,0
4588,3659,HOSTED,0
4854,3660,HOSTED,0
4679,3660,HOSTED,0
4680,3661,HOSTED,0
4649,3661,HOSTED,0
4617,3662,HOSTED,0
4601,3663,HOSTED,0
4668,3663,HOSTED,0
4989,3664,HOSTED,0
4891,3664,HOSTED,0
4904,3665,HOSTED,0
4694,3665,HOSTED,0
4964,3666,HOSTED,0
4519,3666,HOSTED,0
4991,3667,HOSTED,0
4948,3668,HOSTED,0
4954,3668,HOSTED,0
4845,3669,HOSTED,0
4653,3670,HOSTED,0
4944,3671,HOSTED,0
4705,3672,HOSTED,0
4687,3673,HOSTED,0
4956,3674,HOSTED,0
4786,3674,HOSTED,0
4983,3675,HOSTED,0
4533,3676,HOSTED,0
4621,3677,HOSTED,0
4895,3678,HOSTED,0
4650,3678,HOSTED,0
4736,3679,HOSTED,0
4645,3680,HOSTED,0
4793,3681,HOSTED,0
4894,3681,HOSTED,0
4847,3682,HOSTED,0
4618,3682,HOSTED,0
4648,3683,HOSTED,0
4801,3683,HOSTED,0
4593,3684,HOSTED,0
4567,3685,HOSTED,0
4872,3686,HOSTED,0
4734,3687,HOSTED,0
4523,3688,HOSTED,0
4990,3689,HOSTED,0
4819,3689,HOSTED,0
4922,3690,HOSTED,0
4718,3691,HOSTED,0
4852,3691,HOSTED,0
4665,3692,HOSTED,0
4599,3692,HOSTED,0
4945,3693,HOSTED,0
4945,3694,HOSTED,0
4749,3695,HOSTED,0
4592,3696,HOSTED,0
4562,3696,HOSTED,0
4877,3697,HOSTED,0
4931,3698,HOSTED,0
4922,3698,HOSTED,0
4530,3699,HOSTED,0
4714,3699,HOSTED,0
4869,3700,HOSTED,0
4711,3701,HOSTED,0
4637,3701,HOSTED,0
4907,3702,HOSTED,0
4992,3702,HOSTED,0
4786,3703,HOSTED,0
4805,3704,HOSTED,0
4774,3705,HOSTED,0
4677,3705,HOSTED,0
4802,3706,HOSTED,0
4753,3707,HOSTED,0
4561,3708,HOSTED,0
4851,3709,HOSTED,0
4566,3710,HOSTED,0
4513,3711,HOSTED,0
4744,3712,HOSTED,0
4785,3713,HOSTED,0
4768,3713,HOSTED,0
4856,3714,HOSTED,0
4924,3715,HOSTED,0
4673,3716,HOSTED,0
4754,3717,HOSTED,0
4987,3718,HOSTED,0
4708,3719,HOSTED,0
4902,3720,HOSTED,0
4882,3720,HOSTED,0
4611,3721,HOSTED,0
4904,3721,HOSTED,0
4609,3722,HOSTED,0
4857,3723,HOSTED,0
4501,3723,HOSTED,0
4596,3724,HOSTED,0
4685,3725,HOSTED,0
4944,3726,HOSTED,0
4693,3727,HOSTED,0
4528,3727,HOSTED,0
4802,3728,HOSTED,0
4777,3728,HOSTED,0
4594,3729,HOSTED,0
4964,3730,HOSTED,0
4765,3730,HOSTED,0
4519,3731,HOSTED,0
4963,3731,HOSTED,0
4858,3732,HOSTED,0
4886,3733,HOSTED,0
4987,3734,HOSTED,0
4509,3735,HOSTED,0
4994,3735,HOSTED,0
4695,3736,HOSTED,0
4918,3737,HOSTED,0
4734,3737,HOSTED,0
4782,3738,HOSTED,0
4679,3739,HOSTED,0
4653,3739,HOSTED,0
4632,3740,HOSTED,0
4746,3741,HOSTED,0
4780,3742,HOSTED,0
4615,3743,HOSTED,0
4870,3743,HOSTED,0
4878,3744,HOSTED,0
4839,3744,HOSTED,0
4829,3745,HOSTED,0
4837,3746,HOSTED,0
4854,3747,HOSTED,0
4716,3747,HOSTED,0
4926,3748,HOSTED,0
4769,3748,HOSTED,0
4764,3749,HOSTED,0
4839,3749,HOSTED,0
4609,3750,HOSTED,0
4947,3750,HOSTED,0
4717,3751,HOSTED,0
4749,3752,HOSTED,0
4993,3753,HOSTED,0
4901,3754,HOSTED,0
4617,3754,HOSTED,0
4527,3755,HOSTED,0
4555,3755,HOSTED,0
4862,3756,HOSTED,0
4887,3757,HOSTED,0
4869,3757,HOSTED,0
4627,3758,HOSTED,0
4782,3759,HOSTED,0
4760,3759,HOSTED,0
4840,3760,HOSTED,0
4807,3761,HOSTED,0
4510,3762,HOSTED,0
4952,3762,HOSTED,0
4881,3763,HOSTED,0
4654,3764,HOSTED,0
4817,3765,HOSTED,0
4855,3766,HOSTED,0
4800,3766,HOSTED,0
4596,3767,HOSTED,0
4763,3767,HOSTED,0
4965,3768,HOSTED,0
4799,3768,HOSTED,0
4783,3769,HOSTED,0
4796,3770,HOSTED,0
4822,3770,HOSTED,0
4527,3771,HOSTED,0
4698,3772,HOSTED,0
4949,3773,HOSTED,0
4850,3773,HOSTED,0
4969,3774,HOSTED,0
4962,3774,HOSTED,0
4752,3775,HOSTED,0
4986,3775,HOSTED,0
4604,3776,HOSTED,0
4600,3777,HOSTED,0
4891,3778,HOSTED,0
4835,3779,HOSTED,0
4739,3780,HOSTED,0
4822,3780,HOSTED,0
4878,3781,HOSTED,0
4752,3781,HOSTED,0
4564,3782,HOSTED,0
4658,3783,HOSTED,0
4758,3783,HOSTED,0
4997,3784,HOSTED,0
4981,3784,HOSTED,0
4972,3785,HOSTED,0
4541,3785,HOSTED,0
4862,3786,HOSTED,0
4830,3787,HOSTED,0
4585,3787,HOSTED,0
4711,3788,HOSTED,0
4631,3789,HOSTED,0
4986,3789,HOSTED,0
4742,3790,HOSTED,0
4555,3791,HOSTED,0
4710,3792,HOSTED,0
4891,3792,HOSTED,0
4648,3793,HOSTED,0
4804,3793,HOSTED,0
4813,3794,HOSTED,0
4812,3794,HOSTED,0
4747,3795,HOSTED,0
4648,3796,HOSTED,0
4763,3796,HOSTED,0
4615,3797,HOSTED,0
4956,3798,HOSTED,0
4973,3799,HOSTED,0
4958,3799,HOSTED,0
4652,3800,HOSTED,0
4690,3801,HOSTED,0
4501,3801,HOSTED,0
4809,3802,HOSTED,0
4847,3803,HOSTED,0
4771,3803,HOSTED,0
4959,3804,HOSTED,0
4923,3804,HOSTED,0
4523,3805,HOSTED,0
4765,3806,HOSTED,0
4637,3806,HOSTED,0
4946,3807,HOSTED,0
4661,3807,HOSTED,0
4598,3808,HOSTED,0
4686,3809,HOSTED,0
4889,3810,HOSTED,0
4924,3810,HOSTED,0
4587,3811,HOSTED,0
4697,3812,HOSTED,0
4882,3812,HOSTED,0
4985,3813,HOSTED,0
4853,3813,HOSTED,0
4508,3814,HOSTED,0
4873,3815,HOSTED,0
4851,3815,HOSTED,0
4547,3816,HOSTED,0
4930,3816,HOSTED,0
4658,3817,HOSTED,0
4599,3817,HOSTED,0
4896,3818,HOSTED,0
4627,3818,HOSTED,0
4786,3819,HOSTED,0
4883,3820,HOSTED,0
4637,3821,HOSTED,0
4916,3821,HOSTED,0
4745,3822,HOSTED,0
4533,3822,HOSTED,0
4716,3823,HOSTED,0
4598,3824,HOSTED,0
4945,3824,HOSTED,0
4987,3825,HOSTED,0
4525,3826,HOSTED,0
4897,3827,HOSTED,0
4905,3828,HOSTED,0
4822,3828,HOSTED,0
4566,3829,HOSTED,0
4816,3829,HOSTED,0
4534,3830,HOSTED,0
4996,3831,HOSTED,0
4818,3832,HOSTED,0
4848,3833,HOSTED,0
4626,3833,HOSTED,0
4975,3834,HOSTED,0
4718,3835,HOSTED,0
4906,3835,HOSTED,0
4661,3836,HOSTED,0
4933,3836,HOSTED,0
4848,3837,HOSTED,0
4829,3838,HOSTED,0
4799,3838,HOSTED,0
4682,3839,HOSTED,0
4955,3840,HOSTED,0
4526,3840,HOSTED,0
4807,3841,HOSTED,0
4923,3841,HOSTED,0
4877,3842,HOSTED,0
4673,3842,HOSTED,0
4677,3843,HOSTED,0
4542,3843,HOSTED,0
4890,3844,HOSTED,0
4519,3844,HOSTED,0
4891,3845,HOSTED,0
4581,3846,HOSTED,0
4703,3847,HOSTED,0
4959,3848,HOSTED,0
4585,3849,HOSTED,0
4530,3850,HOSTED,0
4672,3850,HOSTED,0
4797,3851,HOSTED,0
4976,3852,HOSTED,0
4953,3853,HOSTED,0
4584,3854,HOSTED,0
4873,3854,HOSTED,0
4739,3855,HOSTED,0
4654,3855,HOSTED,0
4716,3856,HOSTED,0
4980,3857,HOSTED,0
4949,3857,HOSTED,0
4554,3858,HOSTED,0
4754,3859,HOSTED,0
4566,3859,HOSTED,0
4912,3860,HOSTED,0
4532,3860,HOSTED,0
4858,3861,HOSTED,0
4578,3862,HOSTED,0
4673,3863,HOSTED,0
4584,3863,HOSTED,0
4887,3864,HOSTED,0
4759,3865,HOSTED,0
4978,3866,HOSTED,0
4624,3867,HOSTED,0
4961,3867,HOSTED,0
4579,3868,HOSTED,0
4963,3868,HOSTED,0
4621,3869,HOSTED,0
4909,3869,HOSTED,0
4793,3870,HOSTED,0
4697,3871,HOSTED,0
4778,3872,HOSTED,0
4765,3873,HOSTED,0
4838,3873,HOSTED,0
4607,3874,HOSTED,0
4964,3875,HOSTED,0
4515,3876,HOSTED,0
4884,3877,HOSTED,0
4602,3878,HOSTED,0
4958,3878,HOSTED,0
4536,3879,HOSTED,0
4959,3879,HOSTED,0
4921,3880,HOSTED,0
4668,3881,HOSTED,0
4758,3882,HOSTED,0
4613,3882,HOSTED,0
4595,3883,HOSTED,0
4838,3883,HOSTED,0
4715,3884,HOSTED,0
4587,3885,HOSTED,0
4861,3885,HOSTED,0
4662,3886,HOSTED,0
4633,3886,HOSTED,0
4784,3887,HOSTED,0
4812,3888,HOSTED,0
4756,3888,HOSTED,0
4700,3889,HOSTED,0
4908,3890,HOSTED,0
4777,3890,HOSTED,0
4886,3891,HOSTED,0
4710,3892,HOSTED,0
4630,3893,HOSTED,0
4543,3894,HOSTED,0
4611,3894,HOSTED,0
4707,3895,HOSTED,0
4703,3895,HOSTED,0
4586,3896,HOSTED,0
4734,3896,HOSTED,0
4841,3897,HOSTED,0
4804,3898,HOSTED,0
4986,3899,HOSTED,0
4569,3900,HOSTED,0
4979,3900,HOSTED,0
4531,3901,HOSTED,0
4593,3901,HOSTED,0
4808,3902,HOSTED,0
4713,3903,HOSTED,0
4690,3903,HOSTED,0
4727,3904,HOSTED,0
4652,3905,HOSTED,0
4613,3905,HOSTED,0
4535,3906,HOSTED,0
4948,3907,HOSTED,0
4865,3908,HOSTED,0
4880,3909,HOSTED,0
4937,3910,HOSTED,0
4895,3911,HOSTED,0
4833,3912,HOSTED,0
4715,3912,HOSTED,0
4686,3913,HOSTED,0
4966,3914,HOSTED,0
4891,3914,HOSTED,0
4796,3915,HOSTED,0
4883,3915,HOSTED,0
4597,3916,HOSTED,0
4592,3916,HOSTED,0
4570,3917,HOSTED,0
4522,3918,HOSTED,0
4791,3918,HOSTED,0
4651,3919,HOSTED,0
4838,3920,HOSTED,0
4979,3921,HOSTED,0
4888,3922,HOSTED,0
4849,3923,HOSTED,0
4742,3923,HOSTED,0
4952,3924,HOSTED,0
4765,3924,HOSTED,0
4747,3925,HOSTED,0
4586,3925,HOSTED,0
4864,3926,HOSTED,0
4618,3926,HOSTED,0
4927,3927,HOSTED,0
4810,3928,HOSTED,0
4803,3928,HOSTED,0
4648,3929,HOSTED,0
4893,3929,HOSTED,0
4817,3930,HOSTED,0
4818,3931,HOSTED,0
4536,3932,HOSTED,0
4983,3933,HOSTED,0
4541,3933,HOSTED,0
4950,3934,HOSTED,0
4773,3934,HOSTED,0
4848,3935,HOSTED,0
4790,3935,HOSTED,0
4892,3936,HOSTED,0
4794,3936,HOSTED,0
4594,3937,HOSTED,0
4817,3937,HOSTED,0
4748,3938,HOSTED,0
4755,3938,HOSTED,0
4632,3939,HOSTED,0
4615,3940,HOSTED,0
4664,3941,HOSTED,0
4861,3941,HOSTED,0
4908,3942,HOSTED,0
4804,3943,HOSTED,0
4571,3943,HOSTED,0
4633,3944,HOSTED,0
4932,3944,HOSTED,0
4879,3945,HOSTED,0
4580,3946,HOSTED,0
4727,3946,HOSTED,0
4565,3947,HOSTED,0
4670,3947,HOSTED,0
4995,3948,HOSTED,0
4608,3948,HOSTED,0
4611,3949,HOSTED,0
4767,3950,HOSTED,0
4810,3950,HOSTED,0
4557,3951,HOSTED,0
4515,3951,HOSTED,0
4898,3952,HOSTED,0
4551,3952,HOSTED,0
4939,3953,HOSTED,0
4897,3953,HOSTED,0
4878,3954,HOSTED,0
4974,3955,HOSTED,0
4787,3956,HOSTED,0
4742,3957,HOSTED,0
4875,3958,HOSTED,0
4749,3959,HOSTED,0
4548,3959,HOSTED,0
4748,3960,HOSTED,0
4729,3960,HOSTED,0
4906,3961,HOSTED,0
4942,3961,HOSTED,0
4848,3962,HOSTED,0
4780,3962,HOSTED,0
4913,3963,HOSTED,0
4850,3964,HOSTED,0
4935,3964,HOSTED,0
4992,3965,HOSTED,0
4936,3966,HOSTED,0
4792,3966,HOSTED,0
4534,3967,HOSTED,0
4612,3968,HOSTED,0
4541,3968,HOSTED,0
4749,3969,HOSTED,0
4555,3969,HOSTED,0
4802,3970,HOSTED,0
4939,3971,HOSTED,0
4923,3972,HOSTED,0
4882,3973,HOSTED,0
4640,3974,HOSTED,0
4703,3974,HOSTED,0
4834,3975,HOSTED,0
4590,3976,HOSTED,0
4505,3976,HOSTED,0
4989,3977,HOSTED,0
4880,3977,HOSTED,0
4822,3978,HOSTED,0
4725,3978,HOSTED,0
4915,3979,HOSTED,0
4728,3980,HOSTED,0
4717,3980,HOSTED,0
4587,3981,HOSTED,0
4670,3981,HOSTED,0
4647,3982,HOSTED,0
4558,3982,HOSTED,0
4501,3983,HOSTED,0
4882,3983,HOSTED,0
4781,3984,HOSTED,0
4586,3985,HOSTED,0
4639,3986,HOSTED,0
4944,3987,HOSTED,0
4517,3987,HOSTED,0
4993,3988,HOSTED,0
4998,3989,HOSTED,0
4509,3989,HOSTED,0
4805,3990,HOSTED,0
4888,3991,HOSTED,0
4948,3992,HOSTED,0
4759,3993,HOSTED,0
4517,3994,HOSTED,0
4655,3994,HOSTED,0
4767,3995,HOSTED,0
4991,3995,HOSTED,0
4731,3996,HOSTED,0
4680,3997,HOSTED,0
4694,3998,HOSTED,0
4514,3998,HOSTED,0
4688,3999,HOSTED,0
4814,3999,HOSTED,0
4791,4000,HOSTED,0
4894,4000,HOSTED,0
4908,4001,HOSTED,0
4922,4001,HOSTED,0
4554,4002,HOSTED,0
4757,4002,HOSTED,0
4917,4003,HOSTED,0
4694,4004,HOSTED,0
4711,4004,HOSTED,0
4656,4005,HOSTED,0
4632,4006,HOSTED,0
4775,4007,HOSTED,0
4839,4007,HOSTED,0
4757,4008,HOSTED,0
4821,4008,HOSTED,0
4860,4009,HOSTED,0
4918,4009,HOSTED,0
4963,4010,HOSTED,0
4663,4010,HOSTED,0
4592,4011,HOSTED,0
4983,4011,HOSTED,0
4607,4012,HOSTED,0
4910,4013,HOSTED,0
4522,4013,HOSTED,0
4647,4014,HOSTED,0
4756,4015,HOSTED,0
4624,4015,HOSTED,0
4899,4016,HOSTED,0
4577,4016,HOSTED,0
4516,4017,HOSTED,0
4651,4018,HOSTED,0
4711,4019,HOSTED,0
4863,4020,HOSTED,0
4792,4020,HOSTED,0
4667,4021,HOSTED,0
4550,4022,HOSTED,0
4941,4022,HOSTED,0
4872,4023,HOSTED,0
4742,4024,HOSTED,0
4732,4025,HOSTED,0
4890,4025,HOSTED,0
4996,4026,HOSTED,0
4629,4026,HOSTED,0
4993,4027,HOSTED,0
4755,4027,HOSTED,0
4534,4028,HOSTED,0
4868,4028,HOSTED,0
4515,4029,HOSTED,0
4587,4030,HOSTED,0
4503,4030,HOSTED,0
4908,4031,HOSTED,0
4761,4032,HOSTED,0
4963,4032,HOSTED,0
4573,4033,HOSTED,0
4779,4034,HOSTED,0
4596,4035,HOSTED,0
4591,4035,HOSTED,0
4970,4036,HOSTED,0
4934,4037,HOSTED,0
4550,4038,HOSTED,0
4624,4039,HOSTED,0
4541,4039,HOSTED,0
4530,4040,HOSTED,0
4775,4041,HOSTED,0
4511,4042,HOSTED,0
4791,4042,HOSTED,0
4646,4043,HOSTED,0
4614,4044,HOSTED,0
4815,4044,HOSTED,0
4694,4045,HOSTED,0
4717,4045,HOSTED,0
4650,4046,HOSTED,0
4519,4046,HOSTED,0
4813,4047,HOSTED,0
4550,4047,HOSTED,0
4871,4048,HOSTED,0
4507,4048,HOSTED,0
4632,4049,HOSTED,0
4677,4050,HOSTED,0
4988,4050,HOSTED,0
4588,4051,HOSTED,0
4552,4051,HOSTED,0
4872,4052,HOSTED,0
4714,4052,HOSTED,0
4824,4053,HOSTED,0
4844,4054,HOSTED,0
4656,4054,HOSTED,0
4966,4055,HOSTED,0
4804,4055,HOSTED,0
4880,4056,HOSTED,0
4521,4057,HOSTED,0
4656,4058,HOSTED,0
4842,4059,HOSTED,0
4542,4060,HOSTED,0
4664,4060,HOSTED,0
4672,4061,HOSTED,0
4553,4061,HOSTED,0
4560,4062,HOSTED,0
4972,4062,HOSTED,0
4887,4063,HOSTED,0
4817,4064,HOSTED,0
4622,4065,HOSTED,0
4505,4066,HOSTED,0
4901,4066,HOSTED,0
4952,4067,HOSTED,0
4837,4067,HOSTED,0
4527,4068,HOSTED,0
4898,4069,HOSTED,0
4721,4069,HOSTED,0
4726,4070,HOSTED,0
4710,4071,HOSTED,0
4803,4072,HOSTED,0
4862,4073,HOSTED,0
4610,4074,HOSTED,0
4947,4074,HOSTED,0
4815,4075,HOSTED,0
4843,4076,HOSTED,0
4567,4077,HOSTED,0
4836,4077,HOSTED,0
4695,4078,HOSTED,0
4733,4078,HOSTED,0
4664,4079,HOSTED,0
4649,4079,HOSTED,0
4772,4080,HOSTED,0
4608,4081,HOSTED,0
4633,4081,HOSTED,0
4525,4082,HOSTED,0
4847,4083,HOSTED,0
4772,4084,HOSTED,0
4985,4084,HOSTED,0
4573,4085,HOSTED,0
4815,4085,HOSTED,0
4630,4086,HOSTED,0
4810,4086,HOSTED,0
4781,4087,HOSTED,0
4616,4088,HOSTED,0
4599,4089,HOSTED,0
4747,4089,HOSTED,0
4889,4090,HOSTED,0
4552,4091,HOSTED,0
4618,4091,HOSTED,0
4882,4092,HOSTED,0
4857,4092,HOSTED,0
4947,4093,HOSTED,0
4614,4094,HOSTED,0
4536,4094,HOSTED,0
4571,4095,HOSTED,0
4924,4095,HOSTED,0
4861,4096,HOSTED,0
4530,4096,HOSTED,0
4620,4097,HOSTED,0
4540,4098,HOSTED,0
4934,4098,HOSTED,0
4841,4099,HOSTED,0
4677,4100,HOSTED,0
4980,4100,HOSTED,0
4880,4101,HOSTED,0
4511,4102,HOSTED,0
4964,4103,HOSTED,0
4551,4103,HOSTED,0
4843,4104,HOSTED,0
4655,4104,HOSTED,0
4738,4105,HOSTED,0
4609,4106,HOSTED,0
4622,4106,HOSTED,0
4804,4107,HOSTED,0
4838,4107,HOSTED,0
4903,4108,HOSTED,0
4972,4108,HOSTED,0
4855,4109,HOSTED,0
4797,4110,HOSTED,0
4828,4111,HOSTED,0
4825,4112,HOSTED,0
4960,4112,HOSTED,0
4982,4113,HOSTED,0
4712,4114,HOSTED,0
4800,4114,HOSTED,0
4551,4115,HOSTED,0
4900,4115,HOSTED,0
4763,4116,HOSTED,0
4825,4117,HOSTED,0
4567,4117,HOSTED,0
4684,4118,HOSTED,0
4809,4119,HOSTED,0
4647,4119,HOSTED,0
4778,4120,HOSTED,0
4958,4121,HOSTED,0
4645,4121,HOSTED,0
4570,4122,HOSTED,0
4679,4122,HOSTED,0
4893,4123,HOSTED,0
4806,4123,HOSTED,0
4752,4124,HOSTED,0
4949,4125,HOSTED,0
4694,4125,HOSTED,0
4891,4126,HOSTED,0
4813,4126,HOSTED,0
4688,4127,HOSTED,0
4582,4127,HOSTED,0
4829,4128,HOSTED,0
4964,4129,HOSTED,0
4766,4130,HOSTED,0
4736,4130,HOSTED,0
4968,4131,HOSTED,0
4979,4132,HOSTED,0
4979,4133,HOSTED,0
4806,4133,HOSTED,0
4731,4134,HOSTED,0
4605,4135,HOSTED,0
4691,4136,HOSTED,0
4845,4137,HOSTED,0
4968,4137,HOSTED,0
4877,4138,HOSTED,0
4501,4138,HOSTED,0
4984,4139,HOSTED,0
4547,4139,HOSTED,0
4589,4140,HOSTED,0
4776,4140,HOSTED,0
4993,4141,HOSTED,0
4609,4142,HOSTED,0
4593,4143,HOSTED,0
4952,4143,HOSTED,0
4844,4144,HOSTED,0
4848,4145,HOSTED,0
4767,4145,HOSTED,0
4756,4146,HOSTED,0
4783,4146,HOSTED,0
4701,4147,HOSTED,0
4800,4147,HOSTED,0
4775,4148,HOSTED,0
4943,4149,HOSTED,0
4997,4150,HOSTED,0
4955,4150,HOSTED,0
4804,4151,HOSTED,0
4639,4152,HOSTED,0
4970,4153,HOSTED,0
4725,4153,HOSTED,0
4765,4154,HOSTED,0
4534,4155,HOSTED,0
4788,4155,HOSTED,0
4670,4156,HOSTED,0
4635,4156,HOSTED,0
4569,4157,HOSTED,0
4683,4157,HOSTED,0
4666,4158,HOSTED,0
4610,4158,HOSTED,0
4999,4159,HOSTED,0
4629,4160,HOSTED,0
4948,4161,HOSTED,0
4803,4162,HOSTED,0
4890,4162,HOSTED,0
4766,4163,HOSTED,0
4779,4163,HOSTED,0
4923,4164,HOSTED,0
4913,4165,HOSTED,0
4674,4166,HOSTED,0
