node_id,type,name,rank_points
61,User,Master_Tariq_L,35889.0
62,User,Master_Dmitri_F,19986.0
63,User,Master_Kwame_P,24045.0
64,User,Master_Chloe_Y,33215.0
65,User,Master_Arjun_C,17629.0
66,User,Master_Amira_J,25168.0
67,User,Master_Tariq_S,42257.0
68,User,Master_Lena_U,28722.0
69,User,Master_Lena_U,44075.0
70,User,Master_Mia_U,22834.0
71,User,Master_Pavel_G,28480.0
72,User,Master_Zara_L,17377.0
73,User,Master_Pratyush_L,42078.0
74,User,Master_Amara_T,36120.0
75,User,Master_Nizhoni_O,24178.0
76,User,Master_Sebastião_L,31407.0
77,User,Master_Waddah_T,40698.0
78,User,Master_Mia_R,29782.0
79,User,Master_Fatima_P,27962.0
80,User,Master_Ryo_C,19206.0
81,User,Master_Viktor_C,34495.0
82,User,Master_Naledi_U,37724.0
83,User,Master_Sebastião_M,16248.0
84,User,Master_Arjun_R,20646.0
85,User,Master_Kwame_C,19335.0
86,User,Master_Ryo_U,20255.0
87,User,Master_Hiroshi_Y,20117.0
88,User,Master_Ryo_L,44690.0
89,User,Master_Ananya_O,25406.0
90,User,Master_Waddah_D,23842.0
91,User,Master_Naledi_M,43756.0
92,User,Master_Omar_B,29013.0
93,User,Master_Hiroshi_M,17481.0
94,User,Master_Tariq_L,35133.0
95,User,Master_Elif_O,43134.0
96,User,Master_Yuna_V,31267.0
97,User,Master_Amira_I,23009.0
98,User,Master_Ingrid_W,31350.0
99,User,Master_Hiroshi_A,28167.0
100,User,Master_Yusuf_A,25910.0
101,User,Master_Emeka_D,41884.0
102,User,Master_Sofia_H,24065.0
103,User,Master_Isabela_R,18257.0
104,User,Master_Hiroshi_G,18566.0
105,User,Master_Pavel_T,34782.0
106,User,Master_Ayasha_I,43162.0
107,User,Master_Ananya_X,18232.0
108,User,Master_Kai_F,44254.0
109,User,Master_Pratyush_N,16122.0
110,User,Master_Chloe_H,31404.0
111,User,Master_Yuna_V,39893.0
112,User,Master_Fatima_F,43896.0
113,User,Master_Viktor_H,43586.0
114,User,Master_Ingrid_X,33655.0
115,User,Master_Joon_Y,22678.0
116,User,Master_Elif_N,20421.0
117,User,Master_Hiroshi_K,16347.0
118,User,Master_Joon_D,44081.0
119,User,Master_Zara_T,41750.0
120,User,Master_Elan_F,40369.0
121,User,Master_Okonkwo_M,41803.0
122,User,Master_Fatima_A,29086.0
123,User,Master_Arjun_R,38160.0
124,User,Master_Chloe_X,27306.0
125,User,Master_Pavel_T,17834.0
126,User,Master_Lena_A,26399.0
127,User,Master_Tomás_G,43104.0
128,User,Master_Okonkwo_B,15957.0
129,User,Master_Elan_D,39933.0
130,User,Master_Sebastião_J,37402.0
131,User,Master_Mia_W,32981.0
132,User,Master_Sebastião_H,16343.0
133,User,Master_Joon_U,24309.0
134,User,Master_Amira_M,24612.0
135,User,Master_Lucas_D,30022.0
136,User,Master_Waddah_E,43031.0
137,User,Master_Hiroshi_D,21889.0
138,User,Master_Kwame_Z,15538.0
139,User,Master_Hiroshi_M,18654.0
140,User,Master_Kwame_U,42825.0
141,User,Master_Naledi_E,32433.0
142,User,Master_Nizhoni_A,40929.0
143,User,Master_Zara_T,36462.0
144,User,Master_Pratyush_K,39778.0
145,User,Master_Sofia_Y,18712.0
146,User,Master_Dmitri_Z,17426.0
147,User,Master_Pratyush_M,24028.0
148,User,Master_Isabela_H,30251.0
149,User,Master_Ingrid_H,43668.0
150,User,Master_Priya_M,43808.0
151,User,Master_Ryo_N,15745.0
152,User,Master_Viktor_W,19446.0
153,User,Master_Mia_D,18176.0
154,User,Master_Naledi_A,37464.0
155,User,Master_Elif_O,43986.0
156,User,Master_Tomás_T,20444.0
157,User,Master_Lucas_L,39130.0
158,User,Master_Omar_W,34029.0
159,User,Master_Isabela_C,15535.0
160,User,Master_Yusuf_G,23637.0
161,User,Master_Yuna_F,38904.0
162,User,Master_Emeka_U,25027.0
163,User,Master_Tomás_W,33180.0
164,User,Master_Ananya_H,37600.0
165,User,Master_Okonkwo_J,27377.0
166,User,Master_Lucas_C,42794.0
167,User,Master_Amira_W,34557.0
168,User,Master_Yuna_N,23222.0
169,User,Master_Lena_F,22435.0
170,User,Master_Pavel_W,44837.0
171,User,Master_Amira_C,39497.0
172,User,Master_Riku_L,41448.0
173,User,Master_Chloe_D,32833.0
174,User,Master_Nizhoni_H,20769.0
175,User,Master_Priya_D,24310.0
176,User,Master_Priya_O,42458.0
177,User,Master_Elif_H,19965.0
178,User,Master_Elif_L,32322.0
179,User,Master_Emeka_A,18464.0
180,User,Master_Riku_E,36271.0
181,User,Master_Yusuf_B,20239.0
182,User,Master_Ryo_M,27877.0
183,User,Master_Nizhoni_J,35421.0
184,User,Master_Fatima_Z,39846.0
185,User,Master_Pavel_W,30135.0
186,User,Master_Hana_N,38779.0
187,User,Master_Tariq_E,16304.0
188,User,Master_Kai_F,41673.0
189,User,Master_Viktor_O,22481.0
190,User,Master_Naledi_H,43465.0
191,User,Master_Waddah_J,16477.0
192,User,Master_Ingrid_X,42774.0
193,User,Master_Zara_V,18050.0
194,User,Master_Riku_K,18202.0
195,User,Master_Kwame_C,42745.0
196,User,Master_Yusuf_V,40113.0
197,User,Master_Kai_Z,42079.0
198,User,Master_Nizhoni_O,24620.0
199,User,Master_Viktor_R,38384.0
200,User,Master_Omar_T,33488.0
201,User,Master_Yusuf_N,19036.0
202,User,Master_Ingrid_Z,24692.0
203,User,Master_Yusuf_L,40727.0
204,User,Master_Dmitri_S,38524.0
205,User,Master_Kai_G,34186.0
206,User,Master_Pratyush_K,16833.0
207,User,Master_Elif_K,29336.0
208,User,Master_Kai_I,33125.0
209,User,Master_Ingrid_J,26025.0
210,User,Master_Arjun_K,37108.0
211,User,Master_Sebastião_S,26383.0
212,User,Master_Hiroshi_U,22063.0
213,User,Master_Isabela_X,43465.0
214,User,Master_Tariq_U,40625.0
215,User,Master_Yuna_N,24850.0
216,User,Master_Yusuf_M,43814.0
217,User,Master_Amara_V,34577.0
218,User,Master_Emeka_U,31591.0
219,User,Master_Riku_H,33987.0
220,User,Master_Pavel_A,20301.0
221,User,Master_Ryo_S,21072.0
222,User,Master_Hana_X,30099.0
223,User,Master_Amira_P,18963.0
224,User,Master_Zara_P,34086.0
225,User,Master_Ryo_C,36771.0
226,User,Master_Tomás_T,30696.0
227,User,Master_Amira_Y,19122.0
228,User,Master_Nizhoni_K,20081.0
229,User,Master_Lucas_U,32810.0
230,User,Master_Omar_Y,44899.0
231,User,Master_Zara_G,43380.0
232,User,Master_Ryo_B,36655.0
233,User,Master_Ingrid_P,17851.0
234,User,Master_Elif_D,20031.0
235,User,Master_Waddah_O,31948.0
236,User,Master_Yuna_R,29277.0
237,User,Master_Pavel_U,30678.0
238,User,Master_Omar_M,42603.0
239,User,Master_Kai_O,29764.0
240,User,Master_Tomás_W,19174.0
241,User,Master_Omar_C,18592.0
242,User,Master_Zara_M,36636.0
243,User,Master_Pavel_K,34735.0
244,User,Master_Ayasha_F,42648.0
245,User,Master_Pavel_I,35136.0
246,User,Master_Elan_V,37146.0
247,User,Master_Viktor_G,37875.0
248,User,Master_Chloe_N,38856.0
249,User,Master_Fatima_D,24433.0
250,User,Expert_Tomás_N,4035.0
251,User,Contributor_Pratyush_T,1426.0
252,User,Contributor_Tomás_J,2858.0
253,User,Contributor_Pratyush_J,2385.0
254,User,Novice_Mia_W,0.0
255,User,Expert_Lena_W,14415.0
256,User,Contributor_Okonkwo_L,543.0
257,User,Novice_Emeka_A,118.0
258,User,Contributor_Yusuf_K,2223.0
259,User,Contributor_Fatima_L,1027.0
260,User,Contributor_Priya_T,1644.0
261,User,Expert_Dmitri_Z,12376.0
262,User,Novice_Hiroshi_U,137.0
263,User,Expert_Isabela_Z,13043.0
264,User,Novice_Isabela_P,27.0
265,User,Novice_Hana_A,18.0
266,User,Expert_Pratyush_W,8439.0
267,User,Expert_Waddah_X,12321.0
268,User,Novice_Aigerim_A,182.0
269,User,Expert_Nizhoni_P,3065.0
270,User,Novice_Kai_H,193.0
271,User,Expert_Isabela_V,13193.0
272,User,Novice_Ayasha_W,24.0
273,User,Novice_Lucas_B,140.0
274,User,Expert_Okonkwo_S,4364.0
275,User,Novice_Emeka_P,101.0
276,User,Novice_Elif_V,90.0
277,User,Expert_Waddah_G,11816.0
278,User,Novice_Joon_T,105.0
279,User,Expert_Riku_P,10339.0
280,User,Expert_Elan_L,5629.0
281,User,Expert_Chloe_C,11515.0
282,User,Expert_Joon_O,7516.0
283,User,Novice_Lena_P,92.0
284,User,Contributor_Pratyush_G,1450.0
285,User,Contributor_Naledi_O,2849.0
286,User,Novice_Viktor_L,51.0
287,User,Expert_Yuna_M,14288.0
288,User,Contributor_Yuna_D,2759.0
289,User,Expert_Tomás_G,4430.0
290,User,Contributor_Lucas_U,1921.0
291,User,Contributor_Amira_K,1911.0
292,User,Contributor_Amara_Y,2553.0
293,User,Contributor_Priya_A,1847.0
294,User,Contributor_Yuna_D,1536.0
295,User,Contributor_Chloe_O,831.0
296,User,Novice_Viktor_O,109.0
297,User,Contributor_Kai_U,2027.0
298,User,Contributor_Lucas_N,751.0
299,User,Contributor_Amira_M,1953.0
300,User,Novice_Elan_D,112.0
301,User,Contributor_Pavel_N,2779.0
302,User,Novice_Fatima_M,49.0
303,User,Contributor_Aigerim_C,2545.0
304,User,Expert_Yusuf_V,13423.0
305,User,Contributor_Sofia_I,355.0
306,User,Expert_Fatima_B,11770.0
307,User,Expert_Lucas_V,11913.0
308,User,Novice_Chloe_S,83.0
309,User,Contributor_Isabela_C,630.0
310,User,Contributor_Amira_B,1605.0
311,User,Novice_Naledi_H,200.0
312,User,Novice_Mia_T,28.0
313,User,Contributor_Arjun_A,1286.0
314,User,Expert_Emeka_L,12079.0
315,User,Expert_Naledi_V,4965.0
316,User,Novice_Sofia_F,192.0
317,User,Novice_Isabela_D,168.0
318,User,Contributor_Dmitri_I,2561.0
319,User,Novice_Aigerim_K,16.0
320,User,Contributor_Elif_H,2773.0
321,User,Novice_Tomás_B,36.0
322,User,Expert_Hiroshi_E,5310.0
323,User,Contributor_Mia_M,1573.0
324,User,Expert_Kai_W,6226.0
325,User,Contributor_Sofia_R,2562.0
326,User,Novice_Ayasha_P,159.0
327,User,Contributor_Pavel_N,362.0
328,User,Contributor_Yusuf_I,2808.0
329,User,Novice_Kwame_W,96.0
330,User,Contributor_Priya_H,1406.0
331,User,Novice_Dmitri_I,118.0
332,User,Contributor_Emeka_M,2575.0
333,User,Contributor_Joon_X,494.0
334,User,Contributor_Sebastião_A,1296.0
335,User,Expert_Lena_A,7066.0
336,User,Novice_Lucas_K,138.0
337,User,Contributor_Sofia_A,1061.0
338,User,Contributor_Mia_N,676.0
339,User,Novice_Nizhoni_P,127.0
340,User,Contributor_Ayasha_R,2958.0
341,User,Novice_Hiroshi_Z,181.0
342,User,Novice_Hana_B,92.0
343,User,Novice_Nizhoni_L,22.0
344,User,Contributor_Isabela_K,2893.0
345,User,Novice_Elif_H,194.0
346,User,Novice_Pavel_P,195.0
347,User,Expert_Hiroshi_B,7158.0
348,User,Novice_Tariq_W,193.0
349,User,Contributor_Arjun_Z,2960.0
350,User,Contributor_Omar_R,407.0
351,User,Contributor_Emeka_V,437.0
352,User,Novice_Nizhoni_F,89.0
353,User,Contributor_Amira_B,303.0
354,User,Expert_Kwame_U,14179.0
355,User,Novice_Waddah_W,143.0
356,User,Novice_Nizhoni_J,79.0
357,User,Expert_Okonkwo_P,3587.0
358,User,Novice_Waddah_Y,89.0
359,User,Novice_Emeka_A,103.0
360,User,Contributor_Elan_P,2160.0
361,User,Expert_Naledi_W,11060.0
362,User,Contributor_Hana_X,2383.0
363,User,Contributor_Lucas_J,1037.0
364,User,Contributor_Elan_W,1739.0
365,User,Expert_Kwame_I,5251.0
366,User,Novice_Nizhoni_N,85.0
367,User,Contributor_Omar_K,2997.0
368,User,Expert_Sofia_E,4432.0
369,User,Novice_Pavel_O,200.0
370,User,Contributor_Priya_F,1588.0
371,User,Expert_Okonkwo_J,8963.0
372,User,Expert_Amara_N,7210.0
373,User,Contributor_Amira_P,249.0
374,User,Contributor_Naledi_X,1459.0
375,User,Novice_Ingrid_N,192.0
376,User,Contributor_Elan_J,1171.0
377,User,Contributor_Elan_X,858.0
378,User,Contributor_Pavel_F,2956.0
379,User,Novice_Aigerim_H,118.0
380,User,Expert_Fatima_E,6596.0
381,User,Novice_Waddah_H,31.0
382,User,Contributor_Omar_O,901.0
383,User,Contributor_Hana_L,2395.0
384,User,Novice_Isabela_G,118.0
385,User,Novice_Lena_U,163.0
386,User,Expert_Sofia_H,5054.0
387,User,Novice_Fatima_Y,20.0
388,User,Contributor_Lucas_D,2817.0
389,User,Novice_Pavel_C,7.0
390,User,Expert_Kai_O,3615.0
391,User,Contributor_Lena_M,383.0
392,User,Contributor_Riku_W,333.0
393,User,Contributor_Omar_B,512.0
394,User,Novice_Amara_Z,90.0
395,User,Contributor_Kai_K,1046.0
396,User,Expert_Okonkwo_K,6480.0
397,User,Expert_Okonkwo_M,13354.0
398,User,Contributor_Arjun_K,281.0
399,User,Novice_Yuna_W,86.0
400,User,Contributor_Fatima_O,841.0
401,User,Contributor_Hana_S,879.0
402,User,Expert_Arjun_G,11928.0
403,User,Expert_Tariq_L,14165.0
404,User,Novice_Elif_P,38.0
405,User,Expert_Waddah_X,3568.0
406,User,Expert_Sebastião_V,14195.0
407,User,Expert_Mia_P,3375.0
408,User,Expert_Sofia_F,4066.0
409,User,Novice_Tariq_A,118.0
410,User,Novice_Ananya_L,107.0
411,User,Novice_Joon_W,32.0
412,User,Contributor_Priya_N,895.0
413,User,Contributor_Priya_Z,1472.0
414,User,Contributor_Nizhoni_D,2256.0
415,User,Novice_Okonkwo_P,63.0
416,User,Expert_Naledi_P,9185.0
417,User,Expert_Hana_A,6811.0
418,User,Contributor_Waddah_S,1273.0
419,User,Novice_Yusuf_S,33.0
420,User,Novice_Fatima_D,166.0
421,User,Contributor_Kai_D,2692.0
422,User,Expert_Kwame_B,11043.0
423,User,Contributor_Okonkwo_Z,684.0
424,User,Expert_Waddah_N,14090.0
425,User,Contributor_Dmitri_D,2981.0
426,User,Novice_Elan_K,18.0
427,User,Contributor_Sebastião_G,1701.0
428,User,Expert_Ryo_D,8366.0
429,User,Novice_Joon_V,59.0
430,User,Expert_Ryo_D,3622.0
431,User,Novice_Yusuf_G,46.0
432,User,Contributor_Sofia_N,718.0
433,User,Novice_Emeka_T,79.0
434,User,Contributor_Ayasha_S,949.0
435,User,Contributor_Priya_M,2954.0
436,User,Expert_Omar_I,3422.0
437,User,Contributor_Tomás_C,1657.0
438,User,Novice_Dmitri_E,132.0
439,User,Expert_Chloe_Z,11191.0
440,User,Expert_Sebastião_X,11184.0
441,User,Novice_Kai_F,172.0
442,User,Contributor_Pavel_R,2664.0
443,User,Contributor_Naledi_M,2660.0
444,User,Novice_Pavel_N,131.0
445,User,Contributor_Lucas_C,2393.0
446,User,Novice_Hana_W,140.0
447,User,Expert_Waddah_F,12577.0
448,User,Novice_Waddah_F,91.0
449,User,Contributor_Nizhoni_S,2942.0
450,User,Novice_Dmitri_P,126.0
451,User,Contributor_Sofia_O,1093.0
452,User,Contributor_Ananya_O,228.0
453,User,Contributor_Riku_E,2820.0
454,User,Contributor_Dmitri_U,1215.0
455,User,Expert_Fatima_S,4573.0
456,User,Contributor_Amira_T,266.0
457,User,Expert_Yuna_T,5923.0
458,User,Novice_Hiroshi_L,69.0
459,User,Expert_Tariq_N,5425.0
460,User,Contributor_Lena_D,1473.0
461,User,Contributor_Zara_Y,326.0
462,User,Novice_Tariq_X,135.0
463,User,Contributor_Pratyush_H,510.0
464,User,Novice_Elan_U,60.0
465,User,Novice_Ananya_Z,181.0
466,User,Novice_Riku_K,118.0
467,User,Contributor_Amara_N,585.0
468,User,Expert_Yusuf_T,12798.0
469,User,Contributor_Ingrid_E,1927.0
470,User,Contributor_Elif_C,1472.0
471,User,Contributor_Ingrid_T,2586.0
472,User,Contributor_Chloe_V,2574.0
473,User,Novice_Aigerim_U,81.0
474,User,Expert_Tomás_K,10240.0
475,User,Novice_Pavel_C,24.0
476,User,Contributor_Yusuf_P,698.0
477,User,Contributor_Riku_L,702.0
478,User,Expert_Mia_D,13548.0
479,User,Novice_Pavel_I,171.0
480,User,Contributor_Kai_I,2216.0
481,User,Expert_Aigerim_Y,5937.0
482,User,Novice_Omar_I,0.0
483,User,Contributor_Yuna_N,1649.0
484,User,Contributor_Lucas_J,2512.0
485,User,Expert_Sebastião_Y,4581.0
486,User,Contributor_Amira_D,2536.0
487,User,Contributor_Amira_F,658.0
488,User,Contributor_Aigerim_J,2648.0
489,User,Novice_Waddah_I,23.0
490,User,Contributor_Yuna_Z,400.0
491,User,Contributor_Isabela_E,1321.0
492,User,Novice_Nizhoni_V,28.0
493,User,Contributor_Yusuf_D,2277.0
494,User,Novice_Arjun_N,137.0
495,User,Contributor_Riku_U,340.0
496,User,Contributor_Ayasha_P,351.0
497,User,Expert_Amara_Y,12524.0
498,User,Contributor_Viktor_T,1004.0
499,User,Novice_Hiroshi_H,0.0
500,User,Expert_Yuna_U,7770.0
501,User,Expert_Omar_P,4548.0
502,User,Contributor_Priya_R,629.0
503,User,Novice_Mia_L,64.0
504,User,Novice_Ryo_B,132.0
505,User,Novice_Emeka_I,95.0
506,User,Expert_Kwame_Z,4088.0
507,User,Expert_Joon_L,13152.0
508,User,Novice_Pavel_G,150.0
509,User,Contributor_Ayasha_R,2978.0
510,User,Contributor_Tomás_S,1211.0
511,User,Novice_Dmitri_K,73.0
512,User,Contributor_Mia_O,618.0
513,User,Novice_Arjun_K,102.0
514,User,Contributor_Arjun_S,1328.0
515,User,Contributor_Lena_D,1343.0
516,User,Expert_Isabela_D,6898.0
517,User,Novice_Fatima_A,131.0
518,User,Contributor_Sebastião_E,2454.0
519,User,Novice_Ayasha_G,156.0
520,User,Novice_Pratyush_W,34.0
521,User,Expert_Hiroshi_H,6302.0
522,User,Novice_Priya_T,183.0
523,User,Contributor_Emeka_S,767.0
524,User,Novice_Ananya_T,117.0
525,User,Contributor_Riku_I,914.0
526,User,Novice_Dmitri_L,104.0
527,User,Expert_Emeka_K,11225.0
528,User,Novice_Ananya_J,193.0
529,User,Novice_Yusuf_W,89.0
530,User,Contributor_Emeka_S,2599.0
531,User,Contributor_Nizhoni_I,1571.0
532,User,Expert_Priya_Y,7834.0
533,User,Novice_Tomás_Z,185.0
534,User,Novice_Ayasha_F,200.0
535,User,Contributor_Viktor_L,2336.0
536,User,Expert_Viktor_P,10275.0
537,User,Contributor_Yuna_O,1010.0
538,User,Contributor_Amara_R,1002.0
539,User,Novice_Sofia_E,164.0
540,User,Expert_Arjun_L,3470.0
541,User,Novice_Kai_D,160.0
542,User,Novice_Okonkwo_C,121.0
543,User,Novice_Hiroshi_E,78.0
544,User,Expert_Naledi_K,3316.0
545,User,Novice_Hiroshi_Z,124.0
546,User,Expert_Pratyush_O,14262.0
547,User,Contributor_Tariq_X,2414.0
548,User,Novice_Okonkwo_S,90.0
549,User,Expert_Elif_K,12991.0
550,User,Contributor_Ingrid_H,882.0
551,User,Novice_Waddah_Z,137.0
552,User,Novice_Ingrid_C,6.0
553,User,Novice_Okonkwo_Z,19.0
554,User,Contributor_Yuna_E,1031.0
555,User,Expert_Chloe_R,8097.0
556,User,Contributor_Omar_S,1106.0
557,User,Novice_Tomás_K,167.0
558,User,Contributor_Pavel_S,858.0
559,User,Contributor_Amara_X,2444.0
560,User,Expert_Elan_X,9838.0
561,User,Expert_Fatima_N,4153.0
562,User,Expert_Riku_F,9120.0
563,User,Contributor_Hana_U,201.0
564,User,Expert_Isabela_T,7057.0
565,User,Expert_Aigerim_D,12878.0
566,User,Novice_Nizhoni_N,53.0
567,User,Novice_Aigerim_C,108.0
568,User,Contributor_Pavel_O,1728.0
569,User,Novice_Amara_M,51.0
570,User,Novice_Yuna_H,143.0
571,User,Expert_Viktor_F,7415.0
572,User,Novice_Okonkwo_T,193.0
573,User,Expert_Elif_E,4031.0
574,User,Novice_Dmitri_S,12.0
575,User,Expert_Joon_R,14885.0
576,User,Contributor_Dmitri_E,2770.0
577,User,Novice_Amira_W,175.0
578,User,Expert_Amara_L,10406.0
579,User,Contributor_Lena_T,2037.0
580,User,Contributor_Sofia_J,2289.0
581,User,Novice_Yuna_A,166.0
582,User,Expert_Ananya_J,14172.0
583,User,Contributor_Hiroshi_K,1561.0
584,User,Novice_Yusuf_I,20.0
585,User,Contributor_Ayasha_G,1771.0
586,User,Contributor_Fatima_L,655.0
587,User,Novice_Yusuf_B,113.0
588,User,Expert_Amara_O,3113.0
589,User,Contributor_Omar_E,2705.0
590,User,Novice_Yuna_V,19.0
591,User,Novice_Yuna_B,95.0
592,User,Expert_Ryo_L,8689.0
593,User,Novice_Aigerim_F,39.0
594,User,Expert_Amara_C,7977.0
595,User,Expert_Zara_D,8073.0
596,User,Novice_Fatima_I,36.0
597,User,Expert_Emeka_I,7329.0
598,User,Contributor_Ananya_K,2803.0
599,User,Novice_Aigerim_Y,41.0
600,User,Expert_Okonkwo_B,12038.0
601,User,Contributor_Naledi_D,523.0
602,User,Novice_Ayasha_C,193.0
603,User,Contributor_Pratyush_Z,2496.0
604,User,Expert_Naledi_B,5519.0
605,User,Novice_Zara_O,65.0
606,User,Novice_Elif_V,185.0
607,User,Contributor_Emeka_M,2941.0
608,User,Novice_Dmitri_V,192.0
609,User,Contributor_Yuna_D,1313.0
610,User,Contributor_Sebastião_Z,807.0
611,User,Novice_Aigerim_O,20.0
612,User,Contributor_Naledi_K,2067.0
613,User,Contributor_Dmitri_Y,1408.0
614,User,Novice_Dmitri_U,146.0
615,User,Contributor_Amira_O,1122.0
616,User,Contributor_Isabela_I,1015.0
617,User,Contributor_Amira_I,1752.0
618,User,Contributor_Zara_H,1690.0
619,User,Novice_Amira_J,33.0
620,User,Expert_Sofia_T,12366.0
621,User,Contributor_Emeka_V,2316.0
622,User,Novice_Ryo_C,36.0
623,User,Expert_Isabela_Y,11028.0
624,User,Contributor_Priya_Y,491.0
625,User,Expert_Ananya_A,9948.0
626,User,Novice_Sofia_C,183.0
627,User,Novice_Elif_W,5.0
628,User,Contributor_Yuna_L,768.0
629,User,Novice_Tomás_I,1.0
630,User,Novice_Chloe_W,198.0
631,User,Contributor_Isabela_E,1782.0
632,User,Novice_Tariq_F,30.0
633,User,Novice_Zara_Z,107.0
634,User,Novice_Sebastião_Y,171.0
635,User,Novice_Ryo_J,119.0
636,User,Expert_Nizhoni_M,7676.0
637,User,Contributor_Viktor_Z,1549.0
638,User,Contributor_Naledi_Y,2749.0
639,User,Contributor_Pratyush_C,1236.0
640,User,Novice_Yusuf_B,44.0
641,User,Contributor_Pavel_W,996.0
642,User,Expert_Ingrid_M,14280.0
643,User,Novice_Ryo_E,93.0
644,User,Novice_Dmitri_U,22.0
645,User,Expert_Ryo_L,10425.0
646,User,Contributor_Amara_L,2809.0
647,User,Expert_Tariq_I,4675.0
648,User,Expert_Tomás_E,9145.0
649,User,Novice_Naledi_Z,81.0
650,User,Expert_Isabela_Z,9990.0
651,User,Contributor_Chloe_K,2640.0
652,User,Contributor_Aigerim_F,1220.0
653,User,Novice_Tariq_Y,107.0
654,User,Expert_Mia_N,5441.0
655,User,Novice_Dmitri_B,60.0
656,User,Novice_Yusuf_X,153.0
657,User,Expert_Waddah_V,4410.0
658,User,Expert_Emeka_B,11666.0
659,User,Contributor_Mia_J,2765.0
660,User,Contributor_Riku_E,2970.0
661,User,Contributor_Omar_E,2913.0
662,User,Contributor_Amira_E,754.0
663,User,Novice_Pratyush_S,18.0
664,User,Novice_Joon_P,25.0
665,User,Novice_Viktor_D,169.0
666,User,Novice_Emeka_J,60.0
667,User,Novice_Amara_Z,109.0
668,User,Novice_Tariq_L,153.0
669,User,Contributor_Hiroshi_J,1478.0
670,User,Contributor_Zara_T,519.0
671,User,Novice_Mia_L,15.0
672,User,Novice_Ananya_C,167.0
673,User,Expert_Hana_F,3422.0
674,User,Novice_Amara_J,164.0
675,User,Novice_Hana_Z,103.0
676,User,Expert_Aigerim_I,9756.0
677,User,Expert_Pratyush_E,4843.0
678,User,Contributor_Priya_G,1220.0
679,User,Contributor_Omar_F,1704.0
680,User,Novice_Ananya_R,173.0
681,User,Novice_Pratyush_I,173.0
682,User,Expert_Kai_K,8663.0
683,User,Novice_Yusuf_J,88.0
684,User,Novice_Emeka_K,24.0
685,User,Contributor_Sebastião_R,712.0
686,User,Novice_Lucas_V,32.0
687,User,Novice_Priya_E,45.0
688,User,Novice_Sebastião_V,153.0
689,User,Contributor_Emeka_M,500.0
690,User,Contributor_Lucas_G,2823.0
691,User,Contributor_Ingrid_L,2986.0
692,User,Contributor_Riku_T,2926.0
693,User,Expert_Mia_P,10116.0
694,User,Expert_Joon_A,10175.0
695,User,Novice_Hiroshi_L,94.0
696,User,Expert_Nizhoni_S,12613.0
697,User,Novice_Priya_K,130.0
698,User,Contributor_Hana_U,740.0
